"","datetime","country","shape"
"40519",2019-04-13,"us","disk"
"48372",2019-05-21,"us","disk"
"48832",2020-05-22,"us","disk"
"48870",2019-05-23,"us","disk"
"51798",2020-06-10,"us","disk"
"51910",2020-06-10,"us","disk"
"72067",2019-08-01,"us","disk"
"80348",2020-08-08,"us","disk"
"39256",2019-03-08,NA,"disk"
"39257",2019-03-08,NA,"disk"
"49698",2019-05-28,NA,"disk"
"65257",2020-07-21,NA,"disk"
"71944",2019-08-01,NA,"disk"
"34214",2020-03-01,"us","disk"
"59095",2020-06-30,"us","disk"
"56356",2019-06-21,"us","disk"
"54228",2019-06-15,NA,"disk"
"32173",2019-02-28,"us","disk"
"41163",2020-04-15,"us","disk"
"217",2020-10-10,"us","disk"
"9693",2020-11-12,"us","disk"
"26779",2020-01-30,"us","disk"
"32090",2020-02-27,"us","disk"
"33271",2020-02-08,"us","disk"
"33486",2020-02-09,"us","disk"
"35102",2019-03-15,"us","disk"
"47169",2019-05-15,"us","disk"
"48908",2020-05-23,"us","disk"
"50551",2019-05-04,"us","disk"
"57155",2020-06-23,"us","disk"
"67011",2020-07-27,"us","disk"
"68764",2020-07-04,"us","disk"
"80516",2019-08-09,"us","disk"
"74574",2019-08-17,"us","disk"
"38213",2020-03-31,"us","disk"
"54444",2019-06-15,"us","disk"
"42826",2020-04-22,NA,"disk"
"77788",2020-08-27,"us","disk"
"7045",2020-10-04,"us","disk"
"13867",2019-11-23,"us","disk"
"14391",2020-11-25,"us","disk"
"25521",2020-12-06,"us","disk"
"25747",2020-01-27,"us","disk"
"32567",2020-02-04,"us","disk"
"42994",2020-04-23,"us","disk"
"46951",2020-05-14,"us","disk"
"52205",2019-06-01,"us","disk"
"54414",2019-06-15,"us","disk"
"63133",2019-07-15,"us","disk"
"75973",2020-08-21,"us","disk"
"79220",2020-08-04,"us","disk"
"79224",2020-08-04,"us","disk"
"78656",2020-08-31,"us","disk"
"1989",2019-10-15,"us","disk"
"3886",2020-10-21,"us","disk"
"14508",2020-11-26,"us","disk"
"17459",2020-11-07,"us","disk"
"18659",2020-01-20,"us","disk"
"36537",2020-03-02,"us","disk"
"37372",2020-03-26,"us","disk"
"51320",2020-05-07,"us","disk"
"54400",2019-06-15,"us","disk"
"68533",2019-07-04,"us","disk"
"72040",2019-08-01,"us","disk"
"72201",2019-08-01,"us","disk"
"83454",2020-09-16,"us","disk"
"24721",2020-01-24,NA,"disk"
"12000",2019-01-01,NA,"disk"
"52228",2019-06-01,"us","disk"
"57649",2020-06-25,"us","disk"
"81343",2019-09-01,NA,"disk"
"1142",2020-10-12,"us","disk"
"58111",2020-06-27,"us","disk"
"72493",2019-08-12,"us","disk"
"78222",2020-08-29,"us","disk"
"85028",2020-09-02,"us","disk"
"49863",2020-05-28,"us","disk"
"53816",2020-06-13,"us","disk"
"32754",2020-02-05,NA,"disk"
"24980",2020-01-24,"us","disk"
"2528",2019-10-16,"us","disk"
"37706",2020-03-28,"us","disk"
"27094",2020-01-03,"us","disk"
"55379",2020-06-17,"us","disk"
"85338",2020-09-22,NA,"disk"
"2013",2019-10-15,"us","disk"
"58450",2020-06-29,"us","disk"
"29434",2020-02-14,NA,"disk"
"55827",2020-06-19,NA,"disk"
"45415",2020-04-08,"us","disk"
"84735",2020-09-21,"us","disk"
"57966",2019-06-27,NA,"disk"
"34017",2019-03-01,"us","disk"
"54455",2019-06-15,"us","disk"
"72086",2019-08-01,"us","disk"
"73791",2019-08-15,"us","disk"
"77136",2019-08-25,"us","disk"
"16181",2020-11-04,"us","disk"
"20222",2019-12-15,"us","disk"
"2857",2020-10-17,"us","disk"
"34896",2020-03-14,"us","disk"
"59382",2019-06-03,"us","disk"
"5363",2020-10-27,"us","disk"
"14583",2020-11-26,"us","disk"
"27302",2020-01-04,"us","disk"
"27472",2020-01-05,"us","disk"
"47506",2020-05-16,"us","disk"
"75114",2019-08-19,"us","disk"
"76884",2020-08-24,"us","disk"
"83986",2019-09-19,"us","disk"
"10989",2020-11-16,NA,"disk"
"54242",2019-06-15,"us","disk"
"59157",2020-06-30,"us","disk"
"38080",2020-03-30,"us","disk"
"62299",2019-07-13,"us","disk"
"3203",2019-10-19,NA,"disk"
"2221",2020-10-15,"us","disk"
"31039",2020-02-02,"us","disk"
"50777",2020-05-05,"us","disk"
"1365",2019-10-13,"us","disk"
"3750",2019-10-21,"us","disk"
"58670",2019-06-30,"us","disk"
"13367",2020-11-02,NA,"disk"
"44983",2019-04-06,NA,"disk"
"26390",2019-12-09,"us","disk"
"48912",2020-05-23,"us","disk"
"51174",2019-05-07,"us","disk"
"79946",2019-08-07,"us","disk"
"66566",2020-07-25,"us","disk"
"27222",2019-01-04,"us","disk"
"35013",2019-03-15,"us","disk"
"79657",2019-08-06,"us","disk"
"51306",2020-05-07,"us","disk"
"54237",2019-06-15,NA,"disk"
"12052",2019-01-01,NA,"disk"
"7824",2020-10-08,NA,"disk"
"72480",2019-08-12,"us","disk"
"9295",2020-11-01,"us","disk"
"23916",2020-12-31,"us","disk"
"26613",2020-12-09,"us","disk"
"32257",2020-02-28,"us","disk"
"33839",2020-03-11,"us","disk"
"52670",2019-06-01,"us","disk"
"51929",2019-06-11,"us","disk"
"8291",2020-01-10,NA,"disk"
"73480",2019-08-15,NA,"disk"
"54246",2019-06-15,NA,"disk"
"44631",2020-04-04,"ca","disk"
"74659",2020-08-17,"ca","disk"
"74880",2020-08-18,"ca","disk"
"86344",2020-09-26,"ca","disk"
"11915",2020-11-19,NA,"disk"
"84427",2020-09-20,"us","disk"
"88099",2020-09-05,"us","disk"
"58431",2020-06-29,NA,"disk"
"18803",2020-12-10,"us","disk"
"71962",2019-08-01,"us","disk"
"88837",2019-09-09,"us","disk"
"20298",2020-12-15,"us","disk"
"69831",2019-07-05,"us","disk"
"33343",2020-02-08,"us","disk"
"38091",2020-03-30,"us","disk"
"10362",2019-11-15,NA,"disk"
"80200",2019-08-08,"us","disk"
"74412",2020-08-16,"ca","disk"
"74413",2020-08-16,"ca","disk"
"42976",2020-04-23,"ca","disk"
"25591",2020-01-26,"us","disk"
"40029",2019-04-01,"us","disk"
"72975",2020-08-13,NA,"disk"
"38917",2020-03-06,"us","disk"
"57256",2019-06-24,"de","disk"
"74584",2019-08-17,"us","disk"
"13704",2020-11-22,"us","disk"
"55215",2020-06-16,NA,"disk"
"80584",2020-08-09,"us","disk"
"11575",2020-11-18,"us","disk"
"13116",2020-11-21,"us","disk"
"24068",2020-12-31,"us","disk"
"32439",2020-02-03,"us","disk"
"36918",2020-03-23,"us","disk"
"66166",2020-07-24,"us","disk"
"80314",2020-08-08,"us","disk"
"83980",2019-09-19,"us","disk"
"86664",2019-09-28,"us","disk"
"38517",2019-03-04,"us","disk"
"40319",2019-04-12,"us","disk"
"10604",2020-11-15,NA,"disk"
"44312",2020-04-30,NA,"disk"
"27693",2020-01-06,"us","disk"
"29521",2020-02-14,"us","disk"
"62836",2020-07-14,"us","disk"
"74516",2020-08-16,"us","disk"
"8717",2019-11-11,"us","disk"
"17993",2020-01-18,"us","disk"
"20330",2020-12-15,"us","disk"
"21354",2019-12-20,"us","disk"
"25855",2020-01-27,"us","disk"
"30845",2020-02-21,"us","disk"
"35857",2020-03-18,"us","disk"
"39622",2019-04-10,"us","disk"
"42513",2020-04-21,"us","disk"
"46168",2019-05-01,"us","disk"
"50790",2020-05-05,"us","disk"
"50984",2019-05-06,"us","disk"
"51681",2019-06-10,"us","disk"
"55563",2020-06-18,"us","disk"
"57609",2020-06-25,"us","disk"
"58242",2020-06-28,"us","disk"
"58430",2020-06-29,"us","disk"
"64474",2020-07-18,"us","disk"
"71157",2020-07-09,"us","disk"
"72213",2019-08-01,"us","disk"
"73527",2019-08-15,"us","disk"
"73702",2019-08-15,"us","disk"
"80296",2020-08-08,"us","disk"
"82696",2019-09-15,"us","disk"
"83981",2019-09-19,"us","disk"
"40926",2019-04-15,"us","disk"
"43898",2020-04-28,"us","disk"
"57777",2019-06-26,"us","disk"
"5355",2020-10-27,"us","disk"
"5356",2020-10-27,"us","disk"
"46677",2019-05-13,"ca","disk"
"42596",2020-04-02,NA,"disk"
"41946",2020-04-19,NA,"disk"
"25107",2020-12-05,"us","disk"
"35249",2020-03-15,"us","disk"
"37088",2020-03-24,"us","disk"
"43463",2020-04-25,"us","disk"
"49907",2020-05-29,"us","disk"
"51417",2020-05-08,"us","disk"
"74067",2020-08-15,"us","disk"
"12945",2020-11-20,NA,"disk"
"67056",2020-07-27,NA,"disk"
"52756",2019-06-01,"us","disk"
"46551",2020-05-12,"us","disk"
"66586",2020-07-25,"us","disk"
"81979",2020-09-12,"us","disk"
"77733",2020-08-27,NA,"disk"
"80971",2020-09-10,"us","disk"
"82399",2020-09-13,"us","disk"
"51087",2020-05-06,NA,"disk"
"13271",2020-11-02,NA,"disk"
"84082",2020-09-19,NA,"disk"
"49959",2020-05-29,NA,"disk"
"6914",2020-10-04,"us","disk"
"30859",2020-02-21,"us","disk"
"54480",2019-06-15,"us","disk"
"73561",2019-08-15,NA,"disk"
"61225",2020-07-11,"us","disk"
"54277",2019-06-15,"us","disk"
"58207",2020-06-28,"us","disk"
"64151",2020-07-17,NA,"disk"
"23499",2020-12-29,"us","disk"
"50215",2019-05-31,"us","disk"
"88851",2019-09-09,NA,"disk"
"36958",2020-03-23,"us","disk"
"31315",2020-02-22,NA,"disk"
"47794",2020-05-18,NA,"disk"
"65200",2020-07-21,"gb","disk"
"7677",2020-10-07,"gb","disk"
"50795",2020-05-05,"gb","disk"
"63483",2020-07-15,"gb","disk"
"35984",2020-03-19,"us","disk"
"79096",2020-08-03,"us","disk"
"1966",2019-10-15,NA,"disk"
"69193",2020-07-04,NA,"disk"
"1755",2020-10-14,"us","disk"
"2385",2020-10-15,"us","disk"
"52352",2019-06-01,"us","disk"
"44862",2020-04-05,"us","disk"
"57372",2020-06-24,"us","disk"
"39281",2020-03-08,"us","disk"
"26851",2019-01-31,"us","disk"
"67039",2020-07-27,"us","disk"
"60310",2020-06-07,"gb","disk"
"5816",2020-10-29,"us","disk"
"56873",2020-06-22,"us","disk"
"5889",2020-10-29,"us","disk"
"42336",2020-04-20,"us","disk"
"60515",2020-06-08,"gb","disk"
"40063",2019-04-01,NA,"disk"
"47045",2019-05-15,NA,"disk"
"35203",2020-03-15,NA,"disk"
"22851",2020-12-25,"us","disk"
"29761",2020-02-15,"us","disk"
"37590",2020-03-27,"us","disk"
"84281",2020-09-19,"us","disk"
"39192",2020-03-07,"us","disk"
"77276",2020-08-25,"us","disk"
"81794",2020-09-01,"us","disk"
"42020",2020-04-19,"us","disk"
"38751",2020-03-05,"us","disk"
"65483",2020-07-02,NA,"disk"
"12014",2019-01-01,"us","disk"
"36710",2020-03-22,"us","disk"
"39834",2019-04-11,"us","disk"
"52431",2019-06-01,"us","disk"
"74853",2019-08-18,"us","disk"
"63094",2019-07-15,"us","disk"
"85570",2020-09-23,"ca","disk"
"52513",2019-06-01,"us","disk"
"53217",2020-06-01,"us","disk"
"56507",2020-06-21,"us","disk"
"12012",2019-01-01,NA,"disk"
"40111",2019-04-01,NA,"disk"
"60160",2020-06-06,NA,"disk"
"70904",2020-07-08,NA,"disk"
"85253",2020-09-22,NA,"disk"
"32051",2020-02-27,"us","disk"
"79002",2020-08-03,"us","disk"
"22718",2020-12-25,NA,"disk"
"27376",2020-01-04,"us","disk"
"66793",2020-07-26,"us","disk"
"6321",2020-10-31,"us","disk"
"15136",2020-11-29,"us","disk"
"81372",2019-09-01,"us","disk"
"63326",2019-07-15,NA,"disk"
"73364",2020-08-14,"us","disk"
"2008",2019-10-15,"us","disk"
"17356",2020-01-17,NA,"disk"
"71179",2020-07-09,"us","disk"
"4218",2020-10-22,NA,"disk"
"65295",2020-07-21,"ca","disk"
"88370",2019-09-07,NA,"disk"
"45692",2020-04-09,NA,"disk"
"74305",2019-08-16,NA,"disk"
"1401",2020-10-13,"us","disk"
"64806",2019-07-20,"us","disk"
"26282",2020-12-08,"ca","disk"
"26484",2020-01-29,"ca","disk"
"24477",2020-01-23,"us","disk"
"54330",2019-06-15,"us","disk"
"82435",2019-09-14,"us","disk"
"40631",2020-04-13,NA,"disk"
"47063",2019-05-15,"us","disk"
"13040",2020-11-21,NA,"disk"
"19243",2020-12-01,"us","disk"
"55202",2020-06-16,NA,"disk"
"36848",2019-03-23,"us","disk"
"54234",2019-06-15,NA,"disk"
"2067",2019-10-15,"us","disk"
"43818",2020-04-27,"us","disk"
"71155",2020-07-09,"us","disk"
"56374",2020-06-21,NA,"disk"
"85210",2019-09-22,NA,"disk"
"72379",2020-08-01,"us","disk"
"19632",2020-12-12,"gb","disk"
"74309",2019-08-16,"us","disk"
"10307",2019-11-15,"us","disk"
"84299",2020-09-19,"us","disk"
"48734",2020-05-22,"us","disk"
"47665",2020-05-17,"us","disk"
"60086",2020-06-06,"us","disk"
"80871",2020-09-10,"us","disk"
"67997",2020-07-31,"us","disk"
"28004",2019-01-08,"us","disk"
"72600",2020-08-12,NA,"disk"
"56187",2020-06-20,"us","disk"
"63555",2020-07-15,"us","disk"
"16998",2020-01-16,"us","disk"
"57505",2019-06-25,"us","disk"
"64003",2020-07-16,"us","disk"
"45942",2019-05-11,"us","disk"
"53013",2019-06-01,NA,"disk"
"9622",2020-11-12,"us","disk"
"11214",2019-11-17,"us","disk"
"77858",2019-08-28,"ca","disk"
"44288",2020-04-30,"us","disk"
"19143",2019-12-01,NA,"disk"
"54052",2019-06-15,NA,"disk"
"16318",2019-01-15,NA,"disk"
"41309",2019-04-16,"us","disk"
"8202",2019-01-10,"us","disk"
"33818",2019-03-11,"us","disk"
"60722",2020-06-09,"us","disk"
"8339",2020-01-10,"us","disk"
"58467",2020-06-29,NA,"disk"
"54079",2019-06-15,NA,"disk"
"81265",2020-09-11,"gb","disk"
"54407",2019-06-15,"gb","disk"
"35109",2019-03-15,"us","disk"
"57670",2020-06-25,"us","disk"
"2618",2020-10-16,"us","disk"
"18476",2020-01-19,"us","disk"
"37494",2019-03-27,"us","disk"
"38008",2019-03-30,"us","disk"
"62025",2019-07-12,"us","disk"
"16935",2020-01-16,"us","disk"
"63619",2020-07-15,"us","disk"
"5589",2020-10-28,"us","disk"
"59397",2019-06-03,"us","disk"
"14486",2020-11-26,NA,"disk"
"14680",2020-11-27,NA,"disk"
"20633",2020-12-16,"us","disk"
"49462",2020-05-26,"us","disk"
"79484",2020-08-05,"us","disk"
"80735",2019-09-10,NA,"disk"
"74969",2020-08-18,"us","disk"
"32670",2020-02-04,"us","disk"
"4257",2020-10-22,"us","disk"
"23883",2020-12-31,"us","disk"
"7842",2020-10-08,NA,"disk"
"28809",2020-02-01,"us","disk"
"28810",2020-02-01,"us","disk"
"32874",2020-02-05,"us","disk"
"33140",2020-02-07,"us","disk"
"51239",2020-05-07,"us","disk"
"51663",2019-06-10,"us","disk"
"58262",2020-06-28,"us","disk"
"62612",2019-07-14,"us","disk"
"63293",2019-07-15,"us","disk"
"67266",2020-07-28,"us","disk"
"71285",2019-08-10,"us","disk"
"80447",2020-08-08,"us","disk"
"82867",2019-09-15,"us","disk"
"83275",2019-09-16,"us","disk"
"55999",2019-06-20,"us","disk"
"65835",2020-07-22,"us","disk"
"58957",2019-06-30,"us","disk"
"16757",2020-11-05,"us","disk"
"62072",2020-07-12,"us","disk"
"75003",2020-08-18,"us","disk"
"18888",2020-12-10,"us","disk"
"24003",2020-12-31,"us","disk"
"38952",2020-03-06,"us","disk"
"53525",2020-06-12,"us","disk"
"38381",2020-03-03,"us","disk"
"38706",2020-03-05,NA,"disk"
"4886",2019-10-25,"us","disk"
"4944",2020-10-25,"us","disk"
"15681",2020-11-03,"us","disk"
"37508",2019-03-27,"us","disk"
"50285",2020-05-31,"us","disk"
"58163",2019-06-28,"us","disk"
"58793",2019-06-30,"us","disk"
"68233",2020-07-03,"us","disk"
"68265",2020-07-03,"us","disk"
"71185",2020-07-09,"us","disk"
"85383",2020-09-22,"us","disk"
"6362",2020-10-31,"us","disk"
"32764",2020-02-05,NA,"disk"
"64887",2019-07-20,NA,"disk"
"74366",2020-08-16,NA,"disk"
"51134",2020-05-06,"us","disk"
"83468",2020-09-16,"ca","disk"
"45577",2020-04-09,"us","disk"
"56399",2020-06-21,"us","disk"
"48019",2020-05-19,"ca","disk"
"69925",2020-07-05,"ca","disk"
"37114",2020-03-24,"us","disk"
"55251",2020-06-16,"us","disk"
"61219",2020-07-11,"us","disk"
"70807",2019-07-08,NA,"disk"
"4204",2020-10-22,"us","disk"
"9581",2019-11-12,"us","disk"
"1263",2020-10-12,"us","disk"
"60637",2019-06-09,"ca","disk"
"45925",2020-05-10,"us","disk"
"3993",2019-10-02,NA,"disk"
"57796",2020-06-26,"us","disk"
"44989",2019-04-06,"gb","disk"
"65149",2020-07-20,"us","disk"
"77245",2020-08-25,"us","disk"
"87345",2020-09-30,"us","disk"
"51013",2020-05-06,"us","disk"
"68662",2019-07-04,"us","disk"
"78724",2020-08-31,"us","disk"
"52665",2019-06-01,"us","disk"
"20162",2020-12-14,NA,"disk"
"5068",2020-10-25,"us","disk"
"63621",2020-07-15,"us","disk"
"54151",2019-06-15,"us","disk"
"52255",2019-06-01,"us","disk"
"74698",2020-08-17,"us","disk"
"80733",2019-09-10,"us","disk"
"70109",2020-07-05,"us","disk"
"6691",2020-10-03,"us","disk"
"12297",2020-01-01,"us","disk"
"33569",2019-03-10,"us","disk"
"51754",2020-06-10,"us","disk"
"62031",2019-07-12,"us","disk"
"7674",2020-10-07,NA,"disk"
"20599",2020-12-16,"ca","disk"
"29572",2019-02-15,NA,"disk"
"25845",2020-01-27,"us","disk"
"29786",2020-02-15,"gb","disk"
"73685",2019-08-15,"us","disk"
"73486",2019-08-15,"us","disk"
"15419",2020-11-30,"us","disk"
"40022",2019-04-01,NA,"disk"
"6658",2019-10-03,"ca","disk"
"59983",2019-06-06,"us","disk"
"85232",2020-09-22,"us","disk"
"17956",2020-01-18,"us","disk"
"29720",2020-02-15,"us","disk"
"68262",2020-07-03,"us","disk"
"4914",2019-10-25,"us","disk"
"56255",2020-06-20,NA,"disk"
"62268",2020-07-12,NA,"disk"
"23397",2020-12-28,"us","disk"
"6788",2020-10-03,"us","disk"
"14617",2019-11-27,NA,"disk"
"62455",2020-07-13,"us","disk"
"83770",2020-09-18,"us","disk"
"77083",2019-08-25,"us","disk"
"16071",2020-01-14,"us","disk"
"27915",2020-01-07,"us","disk"
"23296",2019-12-28,"us","disk"
"54412",2019-06-15,"us","disk"
"63367",2019-07-15,"us","disk"
"52549",2019-06-01,"us","disk"
"25040",2019-12-05,"us","disk"
"73637",2019-08-15,"us","disk"
"4755",2020-10-24,"gb","disk"
"7485",2020-10-06,"us","disk"
"39873",2020-04-11,NA,"disk"
"51675",2019-06-10,"us","disk"
"58699",2019-06-30,"us","disk"
"61765",2020-07-01,"us","disk"
"71290",2019-08-10,"us","disk"
"71291",2019-08-10,"us","disk"
"24709",2020-01-24,"gb","disk"
"54483",2019-06-15,"us","disk"
"29431",2020-02-14,"us","disk"
"54538",2019-06-15,"us","disk"
"71970",2019-08-01,"us","disk"
"63161",2019-07-15,NA,"disk"
"19033",2020-12-11,"us","disk"
"19833",2020-12-13,NA,"disk"
"13965",2020-11-23,"us","disk"
"61431",2019-07-01,"us","disk"
"85831",2020-09-24,"us","disk"
"2207",2020-10-15,"us","disk"
"10517",2020-11-15,"us","disk"
"29374",2020-02-14,"gb","disk"
"38734",2020-03-05,"us","disk"
"15790",2020-11-03,"us","disk"
"19672",2020-12-12,"us","disk"
"71408",2020-08-10,"us","disk"
"15004",2020-11-28,"us","disk"
"732",2020-10-01,"us","disk"
"37021",2019-03-24,"us","disk"
"72506",2019-08-12,"us","disk"
"62919",2019-07-15,"us","disk"
"76639",2020-08-23,NA,"disk"
"16714",2020-11-05,"us","disk"
"49078",2020-05-24,"us","disk"
"40046",2019-04-01,"us","disk"
"42025",2020-04-19,"us","disk"
"43362",2019-04-25,"us","disk"
"18142",2019-01-19,"us","disk"
"62335",2020-07-13,"us","disk"
"5172",2020-10-26,NA,"disk"
"40695",2019-04-14,NA,"disk"
"27420",2019-01-05,"us","disk"
"27422",2019-01-05,"us","disk"
"61800",2020-07-01,"us","disk"
"46405",2020-05-01,"us","disk"
"48075",2020-05-19,"us","disk"
"63245",2019-07-15,"us","disk"
"77898",2020-08-28,"us","disk"
"14447",2019-11-26,NA,"disk"
"51581",2020-05-09,"gb","disk"
"73956",2020-08-15,NA,"disk"
"67757",2020-07-30,NA,"disk"
"65796",2020-07-22,"us","disk"
"68537",2019-07-04,"us","disk"
"3694",2020-10-20,"us","disk"
"85986",2019-09-25,NA,"disk"
"33673",2020-03-10,"us","disk"
"43943",2020-04-28,"us","disk"
"27653",2020-01-06,NA,"disk"
"88137",2020-09-05,"us","disk"
"15497",2020-11-03,"us","disk"
"36465",2020-03-21,"us","disk"
"73145",2020-08-13,"us","disk"
"6159",2020-10-30,"ca","disk"
"32109",2020-02-27,"ca","disk"
"48036",2020-05-19,NA,"disk"
"48035",2020-05-19,NA,"disk"
"87941",2019-09-05,"us","disk"
"66353",2019-07-25,"gb","disk"
"1092",2019-10-12,"us","disk"
"48843",2020-05-22,"gb","disk"
"83526",2020-09-17,"gb","disk"
"85584",2020-09-23,"gb","disk"
"59195",2020-06-30,"au","disk"
"9621",2020-11-12,"au","disk"
"22205",2020-12-23,"au","disk"
"55353",2019-06-17,"au","disk"
"70848",2020-07-08,"au","disk"
"80583",2020-08-09,"au","disk"
"13232",2020-11-02,"au","disk"
"5678",2020-10-28,"us","disk"
"19995",2020-12-13,"us","disk"
"82546",2020-09-14,"us","disk"
"10299",2019-11-15,"us","disk"
"7099",2019-10-05,"us","disk"
"30550",2019-02-20,"us","disk"
"85113",2020-09-02,"us","disk"
"6255",2019-10-31,"us","disk"
"12993",2020-11-20,"us","disk"
"39036",2019-03-07,"us","disk"
"74013",2020-08-15,"us","disk"
"82691",2019-09-15,"us","disk"
"85239",2020-09-22,"us","disk"
"82574",2020-09-14,NA,"disk"
"21857",2020-01-22,NA,"disk"
"71955",2019-08-01,"us","disk"
"88313",2020-09-06,NA,"disk"
"78871",2020-08-31,NA,"disk"
"67657",2019-07-30,"us","disk"
"44775",2019-04-05,"us","disk"
"49897",2020-05-29,"us","disk"
"18620",2020-01-20,"us","disk"
"54739",2019-06-15,"us","disk"
"5414",2020-10-27,"us","disk"
"12249",2020-01-01,"us","disk"
"17036",2020-01-16,"us","disk"
"30186",2020-02-17,"us","disk"
"35052",2019-03-15,"us","disk"
"38122",2020-03-30,"us","disk"
"48411",2020-05-21,"us","disk"
"52708",2019-06-01,"us","disk"
"55749",2019-06-19,"us","disk"
"59825",2020-06-05,"us","disk"
"69821",2019-07-05,"us","disk"
"88538",2020-09-07,"us","disk"
"40927",2019-04-15,"us","disk"
"46732",2020-05-13,NA,"disk"
"20614",2020-12-16,NA,"disk"
"10655",2020-11-15,NA,"disk"
"6112",2020-10-30,"au","disk"
"7374",2020-10-06,"us","disk"
"75585",2020-08-20,"us","disk"
"613",2019-10-01,"us","disk"
"9577",2019-11-12,"us","disk"
"26108",2020-12-08,"us","disk"
"61249",2020-07-11,"us","disk"
"53266",2020-06-01,NA,"disk"
"72496",2019-08-12,"us","disk"
"74070",2020-08-15,"us","disk"
"86467",2020-09-27,"us","disk"
"58819",2019-06-30,"us","disk"
"9245",2020-11-01,"us","disk"
"46849",2019-05-14,"us","disk"
"63182",2019-07-15,"us","disk"
"72893",2019-08-13,"us","disk"
"22376",2019-12-24,NA,"disk"
"61846",2020-07-01,NA,"disk"
"20364",2020-12-15,NA,"disk"
"53255",2020-06-01,NA,"disk"
"28410",2020-02-10,"us","disk"
"63205",2019-07-15,"us","disk"
"54532",2019-06-15,NA,"disk"
"18741",2019-12-10,"us","disk"
"25587",2020-12-06,"us","disk"
"28333",2020-01-09,"us","disk"
"14715",2020-11-27,"us","disk"
"40732",2020-04-14,"us","disk"
"56666",2020-06-02,"us","disk"
"58032",2020-06-27,"us","disk"
"85420",2020-09-22,"us","disk"
"52591",2019-06-01,"us","disk"
"36338",2019-03-21,"us","disk"
"75094",2020-08-18,NA,"disk"
"37816",2019-03-29,NA,"disk"
"78641",2020-08-31,"ca","disk"
"86504",2020-09-27,"ca","disk"
"31189",2020-02-22,NA,"disk"
"16276",2019-01-15,"us","disk"
"10146",2020-11-14,NA,"disk"
"39350",2020-03-08,"us","disk"
"47022",2019-05-15,"us","disk"
"17019",2020-11-06,"us","disk"
"46144",2019-05-01,"us","disk"
"73309",2020-08-14,"us","disk"
"57892",2020-06-26,"us","disk"
"76862",2020-08-24,"us","disk"
"21272",2020-01-02,NA,"disk"
"10036",2019-11-14,"us","disk"
"20255",2019-12-15,"us","disk"
"40942",2019-04-15,"us","disk"
"41272",2020-04-15,"us","disk"
"56738",2019-06-22,NA,"disk"
"60707",2020-06-09,NA,"disk"
"32382",2019-02-03,"us","disk"
"3879",2020-10-21,"us","disk"
"587",2019-10-01,"us","disk"
"40680",2020-04-13,"ca","disk"
"49671",2020-05-27,"us","disk"
"55165",2020-06-16,"us","disk"
"56460",2020-06-21,"us","disk"
"66639",2020-07-25,"us","disk"
"7370",2020-10-06,NA,"disk"
"20895",2020-12-18,"us","disk"
"58330",2020-06-28,"us","disk"
"86830",2020-09-28,"us","disk"
"56007",2019-06-20,"us","disk"
"2352",2020-10-15,"ca","disk"
"13835",2019-11-23,"ca","disk"
"27054",2020-01-03,"ca","disk"
"58354",2019-06-29,"us","disk"
"16573",2020-11-05,"us","disk"
